Fecha	Nombre de la Campaña	Region	Clicks	Impresiones	Views	Costo
4/17/2024	MasterEnPython	Norte	39892	310853	28884	433
9/15/2023	CursoDeJavaAvanzado	Oeste	5402	387943	39857	1747
3/5/2024	MasterEnPython	Sur	5068	25334	6198	303
7/24/2024	CursoDeJavaAvanzado	Oeste	43293	209106	14676	349
6/21/2024	AprendePythonFacil	Este	29398	143635	17963	314
8/29/2023	MasterEnPython	Este	9194	430897	19377	1825
1/30/2024	CursoDeJavaAvanzado	Norte	11654	389297	8759	1205
10/11/2023	CursoDeJavaAvanzado	Oeste	33575	282435	39471	1504
2/28/2024	MasterEnPython	Sur	48359	82203	24416	695
1/2/2024	CursoDeJavaAvanzado	Este	5931	279971	39086	165
2/16/2024	CursosDeProgramacion	Oeste	16464	441397	30258	1700
8/17/2023	AprendeCSharpFacil	Este	29944	340751	19367	1323
2/5/2024	ProgramacionDesdeCero	Sur	22143	242756	9874	955
9/8/2023	AprendeCSharpFacil	Sur	18971	381011	29191	1767
12/11/2023	AprendeJavaScriptYA	Este	27093	46710	49750	1845
6/7/2024	CodigoFacilitoEnEspanol	Sur	41409	491461	27133	1386
11/9/2023	DesarrolloWebCompleto	Este	47089	235741	33214	914
12/30/2023	MasterEnPython	Norte	38544	133309	10985	1019
10/6/2023	ProgramacionDesdeCero	Oeste	20451	365315	47874	915
9/6/2023	CodigoFacilitoEnEspanol	Este	46485	499294	35116	1686
12/9/2023	MasterEnPython	Oeste	35935	48210	16347	1899
12/22/2023	CursosDeProgramacion	Oeste	17937	386549	26579	1771
5/8/2024	DesarrolloWebCompleto	Norte	27408	219998	16451	1123
9/11/2023	DesarrolloWebCompleto	Este	18720	434074	18934	1439
6/28/2024	MasterEnPython	Este	49085	279170	11300	1021
8/9/2024	CursoDeJavaAvanzado	Norte	41429	305006	40019	200
6/19/2024	ProgramacionParaTodos	Norte	24803	244375	16695	456
10/25/2023	CursosDeProgramacion	Norte	36431	345048	14001	163
1/1/2024	AprendePythonFacil	Norte	30535	350673	5399	363
12/29/2023	AprendeJavaScriptYA	Norte	28893	72192	18253	719
10/25/2023	CursoDeJavaAvanzado	Norte	31328	273036	34929	370
9/20/2023	AprendePythonFacil	Norte	31585	135793	24402	499
10/8/2023	AprendePythonFacil	Norte	38889	108440	25412	1968
7/9/2024	AprendePythonFacil	Oeste	36413	442113	33814	1581
5/2/2024	AprendePythonFacil	Norte	43050	429462	30003	288
11/15/2023	AprendeJavaScriptYA	Oeste	34938	434415	8822	1085
5/29/2024	ProgramacionDesdeCero	Este	39104	62745	42953	1161
7/29/2024	ProgramacionDesdeCero	Oeste	44887	166343	29661	1320
1/16/2024	CodigoFacilitoEnEspanol	Este	34253	493960	11581	1907
7/16/2024	CodigoFacilitoEnEspanol	Norte	49515	448245	49900	917
7/21/2024	DesarrolloWebCompleto	Este	38993	367417	48198	204
10/30/2023	CursosDeProgramacion	Sur	7770	451905	7052	564
1/25/2024	MasterEnPython	Este	21073	268742	13785	1587
8/5/2024	AprendePythonFacil	Sur	31216	206175	27788	1711
6/10/2024	CursoDeJavaAvanzado	Oeste	27519	413374	5780	893
11/28/2023	CodigoFacilitoEnEspanol	Oeste	11262	398197	45699	1702
1/21/2024	AprendeJavaScriptYA	Norte	41556	47518	7874	1197
8/9/2024	AprendePythonFacil	Este	49300	151507	32517	1282
3/18/2024	ProgramacionDesdeCero	Norte	41156	159804	10114	714
2/2/2024	MasterEnPython	Este	39447	409006	17875	548
9/17/2023	CursoDeJavaAvanzado	Oeste	38628	368339	16400	1085
10/25/2023	AprendePythonFacil	Oeste	38042	48852	14714	894
1/24/2024	AprendeCSharpFacil	Oeste	45060	341871	12940	631
3/4/2024	ProgramacionDesdeCero	Oeste	26841	195101	16967	345
7/25/2024	CodigoFacilitoEnEspanol	Sur	38606	332557	28141	1975
11/20/2023	CursosDeProgramacion	Este	11135	192825	40146	589
6/11/2024	CodigoFacilitoEnEspanol	Oeste	8074	212757	7024	1050
9/4/2023	AprendePythonFacil	Oeste	34828	248287	15657	762
12/14/2023	AprendeJavaScriptYA	Este	45487	252114	6986	1496
2/13/2024	CursoDeJavaAvanzado	Oeste	6427	155054	36076	168
2/21/2024	ProgramacionDesdeCero	Sur	36153	126782	16125	1625
1/21/2024	CursoDeJavaAvanzado	Norte	21039	229973	26720	610
5/16/2024	AprendeCSharpFacil	Este	14115	33304	49506	1411
9/27/2023	MasterEnPython	Sur	6420	193091	44489	1659
8/30/2023	CodigoFacilitoEnEspanol	Sur	33153	499884	27766	1441
8/8/2024	AprendePythonFacil	Este	23889	214924	19774	1267
1/3/2024	MasterEnPython	Oeste	18542	67532	30162	953
2/19/2024	MasterEnPython	Oeste	36962	357754	15912	1657
7/27/2024	DesarrolloWebCompleto	Oeste	32955	125298	23382	475
3/17/2024	AprendePythonFacil	Este	17644	224077	18960	113
2/14/2024	AprendeJavaScriptYA	Oeste	19313	219937	47413	219
7/3/2024	CursoDeJavaAvanzado	Sur	31439	197901	25869	909
1/14/2024	CursosDeProgramacion	Norte	26475	135741	32799	1411
8/19/2023	AprendeJavaScriptYA	Sur	10632	398849	44587	1122
11/20/2023	AprendeJavaScriptYA	Sur	28188	161441	14899	1296
2/2/2024	DesarrolloWebCompleto	Norte	48535	143744	20973	153
4/16/2024	CodigoFacilitoEnEspanol	Este	17642	243375	38365	1190
12/16/2023	CursosDeProgramacion	Oeste	46526	428723	16272	1582
12/11/2023	CursosDeProgramacion	Este	28363	378138	13005	502
2/24/2024	AprendeCSharpFacil	Norte	30602	290579	23744	1113
7/25/2024	ProgramacionDesdeCero	Oeste	20995	390148	28356	1489
5/7/2024	MasterEnPython	Sur	49406	454558	37758	867
11/21/2023	DesarrolloWebCompleto	Sur	35398	266993	36083	1879
3/23/2024	CodigoFacilitoEnEspanol	Sur	46631	357027	32651	1971
10/8/2023	CodigoFacilitoEnEspanol	Sur	39713	456443	7000	1905
8/21/2023	DesarrolloWebCompleto	Oeste	24976	144433	49783	1090
5/1/2024	ProgramacionParaTodos	Sur	41260	13363	9756	753
6/15/2024	AprendeJavaScriptYA	Sur	21392	90276	27934	451
11/21/2023	AprendeJavaScriptYA	Oeste	19291	17630	48836	640
11/25/2023	CodigoFacilitoEnEspanol	Oeste	45549	174352	31768	892
12/21/2023	ProgramacionParaTodos	Oeste	14673	452346	12334	629
11/28/2023	CursoDeJavaAvanzado	Este	35903	479573	32807	1844
9/6/2023	AprendePythonFacil	Norte	29632	106751	22688	762
10/4/2023	CodigoFacilitoEnEspanol	Este	35046	177853	25775	178
6/24/2024	AprendeJavaScriptYA	Norte	43202	75168	21564	1537
12/24/2023	AprendeJavaScriptYA	Norte	25195	288731	22457	1618
3/30/2024	ProgramacionParaTodos	Sur	19504	135888	36547	737
12/8/2023	ProgramacionParaTodos	Norte	34104	282682	27638	972
12/7/2023	AprendeCSharpFacil	Este	43122	172597	12770	252
5/3/2024	ProgramacionDesdeCero	Oeste	44724	130262	14670	1832
6/20/2024	ProgramacionParaTodos	Este	13465	409690	14634	550
6/28/2024	CursoDeJavaAvanzado	Norte	19251	285183	13377	1286
12/17/2023	ProgramacionDesdeCero	Este	34854	188050	20445	1395
2/20/2024	AprendeCSharpFacil	Sur	31779	434130	17152	235
9/18/2023	AprendeCSharpFacil	Sur	30953	317523	17336	1217
7/28/2024	ProgramacionParaTodos	Este	34000	319451	44348	652
3/5/2024	MasterEnPython	Este	21447	317158	48841	1675
12/7/2023	CursoDeJavaAvanzado	Norte	12153	176967	5250	1106
8/15/2023	CodigoFacilitoEnEspanol	Este	24449	212807	11147	258
6/21/2024	CursosDeProgramacion	Sur	45650	166950	7632	1756
12/15/2023	ProgramacionParaTodos	Sur	31709	9176	28668	695
1/16/2024	CodigoFacilitoEnEspanol	Este	9417	259327	35625	1698
9/9/2023	MasterEnPython	Sur	11797	390914	45629	1425
5/9/2024	ProgramacionDesdeCero	Norte	25978	33488	27051	1235
10/14/2023	ProgramacionDesdeCero	Este	5300	146385	26139	1578
3/24/2024	MasterEnPython	Oeste	23313	334683	49848	546
8/14/2023	CodigoFacilitoEnEspanol	Norte	14036	361248	47914	1064
5/14/2024	CursoDeJavaAvanzado	Sur	35148	85920	43855	697
7/19/2024	ProgramacionDesdeCero	Oeste	30122	86749	38695	785
4/24/2024	CursoDeJavaAvanzado	Oeste	38002	37521	43507	1120
4/24/2024	ProgramacionParaTodos	Oeste	16410	231993	39743	807
6/18/2024	CursoDeJavaAvanzado	Norte	9003	43658	31034	1856
5/17/2024	DesarrolloWebCompleto	Norte	14168	256985	49517	561
12/28/2023	CodigoFacilitoEnEspanol	Norte	42372	39024	27459	1842
3/11/2024	CursoDeJavaAvanzado	Sur	9009	121424	37053	1305
5/12/2024	ProgramacionDesdeCero	Norte	13036	493133	14587	536
4/21/2024	CursosDeProgramacion	Sur	28402	408193	42530	482
1/12/2024	DesarrolloWebCompleto	Norte	16915	351672	36035	1756
6/15/2024	CursosDeProgramacion	Sur	6461	50897	47498	599
3/27/2024	CursosDeProgramacion	Sur	20533	251060	14798	867
3/2/2024	AprendePythonFacil	Sur	31691	305925	17741	538
5/8/2024	ProgramacionDesdeCero	Oeste	30314	454141	37229	1743
8/24/2023	ProgramacionParaTodos	Este	49618	485531	20713	963
2/11/2024	CursosDeProgramacion	Este	17318	269070	10312	983
6/23/2024	DesarrolloWebCompleto	Oeste	24767	195592	18833	1736
4/28/2024	ProgramacionDesdeCero	Oeste	34979	240477	45716	1572
7/8/2024	AprendePythonFacil	Oeste	28271	334615	17701	1593
11/10/2023	AprendeJavaScriptYA	Norte	22990	307498	38426	898
3/29/2024	DesarrolloWebCompleto	Este	20869	332315	46980	190
6/20/2024	ProgramacionDesdeCero	Norte	6174	313978	24072	641
11/26/2023	ProgramacionParaTodos	Este	9001	310622	46293	1080
11/22/2023	CursoDeJavaAvanzado	Sur	17524	380199	22641	1300
8/9/2024	ProgramacionDesdeCero	Oeste	16210	151856	44015	658
5/22/2024	CursosDeProgramacion	Oeste	29384	269292	7777	1738
5/20/2024	ProgramacionParaTodos	Oeste	35169	326013	26538	835
8/20/2023	ProgramacionDesdeCero	Oeste	38380	207478	36219	1844
11/10/2023	AprendePythonFacil	Oeste	31096	429190	32223	580
6/5/2024	ProgramacionDesdeCero	Norte	46547	124806	36293	422
1/7/2024	AprendeJavaScriptYA	Sur	21601	472621	37818	266
4/17/2024	ProgramacionDesdeCero	Oeste	30729	397210	11496	1296
5/25/2024	DesarrolloWebCompleto	Oeste	23632	256196	23141	1089
1/3/2024	ProgramacionParaTodos	Este	29966	357588	42589	188
10/6/2023	AprendeJavaScriptYA	Norte	13953	407597	11072	975
8/8/2024	CursosDeProgramacion	Norte	10934	313452	19054	1527
3/18/2024	CodigoFacilitoEnEspanol	Norte	11516	225930	43322	1876
7/28/2024	CodigoFacilitoEnEspanol	Sur	15376	419004	41026	1582
4/6/2024	DesarrolloWebCompleto	Norte	23492	288386	45379	491
3/20/2024	AprendeJavaScriptYA	Oeste	24121	96388	23575	261
2/27/2024	ProgramacionDesdeCero	Sur	31856	227121	38943	753
6/24/2024	ProgramacionDesdeCero	Oeste	27704	177054	36091	1503
4/29/2024	ProgramacionDesdeCero	Oeste	10491	120938	11455	1814
11/1/2023	CursoDeJavaAvanzado	Oeste	5062	283823	28783	1055
3/10/2024	AprendePythonFacil	Este	31833	451958	44420	1993
6/2/2024	AprendeCSharpFacil	Oeste	16057	77964	34491	1101
12/4/2023	ProgramacionDesdeCero	Oeste	23005	242367	42256	1427
3/27/2024	ProgramacionParaTodos	Oeste	20144	346506	46034	540
5/28/2024	AprendePythonFacil	Norte	28480	12657	45300	1809
2/13/2024	CursosDeProgramacion	Oeste	43812	304018	28907	1708
7/30/2024	ProgramacionDesdeCero	Este	22334	213033	27001	694
1/9/2024	AprendeJavaScriptYA	Norte	17776	372437	6191	819
11/12/2023	AprendeJavaScriptYA	Oeste	29985	15137	9561	724
3/30/2024	ProgramacionDesdeCero	Oeste	27088	96079	7410	1061
9/15/2023	CodigoFacilitoEnEspanol	Sur	11337	74036	36446	708
7/12/2024	ProgramacionDesdeCero	Oeste	9465	361307	43326	1660
9/22/2023	CursoDeJavaAvanzado	Norte	42890	261486	27057	625
4/14/2024	CursoDeJavaAvanzado	Norte	10540	41395	20964	1713
6/3/2024	ProgramacionDesdeCero	Oeste	35604	439276	30681	1417
7/19/2024	CursosDeProgramacion	Norte	45682	342236	29916	839
1/23/2024	ProgramacionParaTodos	Norte	12740	369304	34085	215
2/28/2024	CodigoFacilitoEnEspanol	Este	41170	465424	39607	125
1/21/2024	CursosDeProgramacion	Este	8711	217107	28318	1516
4/5/2024	AprendeCSharpFacil	Este	29070	213926	23979	1224
10/8/2023	DesarrolloWebCompleto	Este	47707	373561	5013	679
7/28/2024	AprendeCSharpFacil	Norte	40178	480718	10822	134
7/4/2024	CursoDeJavaAvanzado	Norte	26274	461312	29719	1960
12/30/2023	CursosDeProgramacion	Sur	17895	315954	44299	267
9/30/2023	ProgramacionDesdeCero	Norte	36070	74476	28283	207
5/24/2024	MasterEnPython	Norte	27165	124496	31716	441
4/14/2024	AprendePythonFacil	Este	30934	400854	8682	1926
1/2/2024	ProgramacionDesdeCero	Oeste	7327	447110	41152	728
11/25/2023	CodigoFacilitoEnEspanol	Norte	6182	172300	39404	230
7/24/2024	MasterEnPython	Norte	49683	30810	25449	1281
1/30/2024	CursoDeJavaAvanzado	Sur	31388	401089	27397	1275
11/30/2023	ProgramacionParaTodos	Sur	28420	236847	34801	1773
10/30/2023	ProgramacionParaTodos	Sur	26570	79026	22768	1333
5/20/2024	CodigoFacilitoEnEspanol	Norte	49290	352040	35192	853
9/18/2023	DesarrolloWebCompleto	Este	34410	491739	45725	113
11/17/2023	ProgramacionDesdeCero	Oeste	33360	311903	29875	508
6/7/2024	AprendeCSharpFacil	Sur	35702	190147	8624	1000
12/18/2023	CursosDeProgramacion	Sur	15132	56163	27555	1344
5/28/2024	ProgramacionDesdeCero	Norte	47704	456587	31455	1318
1/3/2024	CursosDeProgramacion	Este	48932	296885	29965	311
7/9/2024	AprendeCSharpFacil	Este	42174	372079	47340	1195
1/11/2024	CursoDeJavaAvanzado	Norte	34973	279766	43564	1120
2/23/2024	AprendeCSharpFacil	Este	8451	432636	31853	774
9/23/2023	ProgramacionParaTodos	Este	39144	97839	29349	700
10/13/2023	CodigoFacilitoEnEspanol	Oeste	32545	344239	15218	382
1/24/2024	AprendePythonFacil	Norte	8437	262958	16054	1113
7/6/2024	ProgramacionParaTodos	Norte	42919	45783	20345	1691
12/16/2023	MasterEnPython	Oeste	45903	31704	27908	1443
3/8/2024	ProgramacionDesdeCero	Oeste	20942	445325	5841	1365
9/4/2023	CodigoFacilitoEnEspanol	Norte	23864	254615	18449	1109
1/2/2024	MasterEnPython	Oeste	34648	487821	16815	507
8/23/2023	CodigoFacilitoEnEspanol	Norte	10828	121435	18621	467
7/7/2024	MasterEnPython	Sur	30095	309364	39081	529
6/19/2024	ProgramacionDesdeCero	Sur	20174	445874	24742	1080
3/21/2024	AprendePythonFacil	Sur	31748	207645	35795	1672
11/9/2023	DesarrolloWebCompleto	Este	42282	307224	7259	1063
4/24/2024	CodigoFacilitoEnEspanol	Oeste	8724	385297	30300	850
12/8/2023	CursosDeProgramacion	Sur	7406	188537	45802	1716
8/22/2023	DesarrolloWebCompleto	Oeste	42840	71428	43449	992
6/23/2024	AprendeJavaScriptYA	Oeste	38033	196176	35311	1578
12/30/2023	ProgramacionParaTodos	Sur	7158	114390	29140	352
2/17/2024	CodigoFacilitoEnEspanol	Sur	27915	454361	24342	510
4/27/2024	ProgramacionDesdeCero	Sur	39919	370694	23188	607
8/7/2024	CodigoFacilitoEnEspanol	Sur	20168	123017	10773	1557
7/8/2024	MasterEnPython	Sur	33612	247513	33104	1529
6/14/2024	DesarrolloWebCompleto	Sur	10790	289993	27376	1344
5/25/2024	ProgramacionDesdeCero	Sur	27880	11760	26188	1397
12/5/2023	ProgramacionDesdeCero	Sur	17982	354015	26884	1202
12/27/2023	CursosDeProgramacion	Norte	31121	345983	26843	676
9/11/2023	AprendePythonFacil	Sur	37493	225124	13889	533
5/29/2024	AprendeJavaScriptYA	Sur	27089	478137	45201	104
10/24/2023	MasterEnPython	Norte	48951	61353	41440	1131
9/6/2023	CursosDeProgramacion	Sur	25111	236770	24873	733
6/23/2024	AprendePythonFacil	Este	49620	395172	32669	1106
4/4/2024	ProgramacionDesdeCero	Oeste	29002	23196	41330	297
3/4/2024	ProgramacionParaTodos	Norte	17330	74522	43789	1948
4/14/2024	CursosDeProgramacion	Oeste	10898	466835	21812	673
5/26/2024	MasterEnPython	Este	21726	424172	47116	401
4/12/2024	DesarrolloWebCompleto	Norte	47936	147530	29656	1698
6/7/2024	ProgramacionParaTodos	Norte	49701	281232	7548	1604
6/7/2024	AprendePythonFacil	Norte	25104	367881	43725	1201
1/3/2024	CursoDeJavaAvanzado	Norte	6036	455139	26691	227
4/29/2024	DesarrolloWebCompleto	Este	11921	496247	35676	155
9/20/2023	MasterEnPython	Este	14948	136665	36364	1855
5/11/2024	ProgramacionParaTodos	Sur	19314	342218	43367	1360
6/21/2024	DesarrolloWebCompleto	Oeste	39245	279132	35075	1951
9/12/2023	CursosDeProgramacion	Norte	19156	165955	25760	640
8/31/2023	CursosDeProgramacion	Norte	30390	418639	10807	421
7/30/2024	MasterEnPython	Oeste	19464	414938	40981	1493
10/24/2023	ProgramacionDesdeCero	Este	15863	76150	21580	587
7/26/2024	CodigoFacilitoEnEspanol	Este	10694	452939	40809	135
11/3/2023	AprendeCSharpFacil	Sur	27964	92320	27750	1842
10/2/2023	AprendeJavaScriptYA	Norte	40469	209815	29012	594
3/25/2024	DesarrolloWebCompleto	Este	23209	455637	9190	1206
7/20/2024	MasterEnPython	Este	33114	478100	35975	324
11/1/2023	AprendeJavaScriptYA	Oeste	28996	226942	12145	560
10/26/2023	DesarrolloWebCompleto	Norte	45966	170664	31825	1258
1/29/2024	CursoDeJavaAvanzado	Sur	42736	268543	47869	449
12/18/2023	AprendePythonFacil	Sur	30362	417521	48022	1692
6/22/2024	ProgramacionParaTodos	Sur	46199	107366	39274	462
4/15/2024	AprendePythonFacil	Sur	34421	126416	41653	426
5/17/2024	ProgramacionDesdeCero	Oeste	46683	44244	11285	1172
10/26/2023	DesarrolloWebCompleto	Norte	41898	277010	27119	662
7/12/2024	DesarrolloWebCompleto	Este	21798	41181	7567	1141
3/14/2024	AprendeCSharpFacil	Oeste	19563	421233	22164	804
2/21/2024	DesarrolloWebCompleto	Sur	20803	415939	34782	1681
6/12/2024	AprendeJavaScriptYA	Oeste	8100	449742	11192	380
2/16/2024	CursosDeProgramacion	Sur	20360	455048	36115	612
11/14/2023	AprendeJavaScriptYA	Norte	42835	344821	33151	104
4/15/2024	CodigoFacilitoEnEspanol	Sur	29198	423386	44506	137
4/1/2024	ProgramacionDesdeCero	Norte	17258	149620	18185	1946
6/9/2024	CursosDeProgramacion	Sur	7159	472108	30303	1831
1/25/2024	ProgramacionParaTodos	Este	11048	206198	36087	1161
6/16/2024	AprendePythonFacil	Oeste	25508	318623	30843	605
4/1/2024	CursosDeProgramacion	Este	9130	217984	32217	1963
8/27/2023	CursoDeJavaAvanzado	Este	19799	281229	33371	1773
8/21/2023	DesarrolloWebCompleto	Este	37131	62028	12236	210
6/8/2024	ProgramacionParaTodos	Este	46933	71442	35426	1735
6/1/2024	DesarrolloWebCompleto	Sur	21594	102216	7755	135
12/20/2023	AprendeJavaScriptYA	Sur	14990	292097	30198	632
4/11/2024	MasterEnPython	Sur	16137	268359	14562	515
6/8/2024	CodigoFacilitoEnEspanol	Este	44547	83864	19111	891
6/2/2024	CodigoFacilitoEnEspanol	Este	32594	433679	44700	1400
3/2/2024	AprendeCSharpFacil	Norte	24178	321318	5529	1426
4/9/2024	CursosDeProgramacion	Sur	13971	108313	32076	1224
6/18/2024	CursosDeProgramacion	Oeste	47950	223784	7881	426
7/26/2024	CursoDeJavaAvanzado	Oeste	5530	391269	19025	190
4/3/2024	CursoDeJavaAvanzado	Oeste	33472	303709	41433	1754
4/20/2024	AprendePythonFacil	Este	48393	324242	42495	784
7/6/2024	ProgramacionParaTodos	Sur	33400	132747	13423	1242
2/29/2024	CursoDeJavaAvanzado	Sur	46502	147564	36757	503
2/10/2024	DesarrolloWebCompleto	Este	37871	352168	30105	1343
1/1/2024	AprendeJavaScriptYA	Este	22024	46766	19003	1093
3/6/2024	ProgramacionParaTodos	Oeste	38380	131146	36685	784
2/4/2024	DesarrolloWebCompleto	Este	33765	244207	13881	527
11/17/2023	CodigoFacilitoEnEspanol	Este	45551	327325	20338	1124
3/17/2024	AprendeJavaScriptYA	Norte	5125	111158	25007	1192
10/23/2023	DesarrolloWebCompleto	Norte	40875	229228	30133	109
4/10/2024	ProgramacionDesdeCero	Oeste	16884	62651	23000	1137
8/28/2023	ProgramacionParaTodos	Sur	49279	187889	36109	1259
1/11/2024	MasterEnPython	Norte	30279	399765	46389	1644
3/22/2024	CursoDeJavaAvanzado	Norte	41487	104670	26602	1616
2/23/2024	DesarrolloWebCompleto	Este	32634	279457	14130	1617
2/29/2024	AprendePythonFacil	Sur	46127	184547	17945	478
3/22/2024	CodigoFacilitoEnEspanol	Norte	37831	350557	48509	774
8/11/2023	DesarrolloWebCompleto	Oeste	18782	225516	25055	915
5/16/2024	CursosDeProgramacion	Este	45749	127863	23695	1181
6/16/2024	ProgramacionDesdeCero	Sur	12174	115730	23723	844
5/19/2024	DesarrolloWebCompleto	Oeste	12984	212420	48033	639
9/24/2023	CursoDeJavaAvanzado	Sur	40055	283897	32618	1493
11/9/2023	CursoDeJavaAvanzado	Oeste	17691	470195	31181	1950
7/11/2024	MasterEnPython	Este	44165	202273	22655	487
11/21/2023	AprendePythonFacil	Norte	8594	182675	7051	245
6/15/2024	AprendeJavaScriptYA	Norte	9292	184626	42711	423
11/30/2023	MasterEnPython	Norte	9492	61997	31069	1034
9/29/2023	CodigoFacilitoEnEspanol	Este	33539	205986	30627	1238
12/22/2023	AprendePythonFacil	Norte	42764	483531	10677	167
7/26/2024	MasterEnPython	Oeste	45299	270997	44690	1220
5/26/2024	AprendeCSharpFacil	Este	33994	299235	27534	145
11/6/2023	CursosDeProgramacion	Sur	38567	18537	16257	122
1/9/2024	MasterEnPython	Este	32748	118976	10294	288
3/9/2024	ProgramacionDesdeCero	Norte	11328	448125	5931	1451
10/22/2023	CursoDeJavaAvanzado	Oeste	6184	439642	35532	1620
5/26/2024	ProgramacionParaTodos	Norte	49485	112429	22694	1179
6/2/2024	CursoDeJavaAvanzado	Oeste	34660	257594	12507	1375
4/20/2024	DesarrolloWebCompleto	Norte	38028	246075	49007	317
9/23/2023	AprendePythonFacil	Sur	14821	329336	23995	1936
2/11/2024	CursosDeProgramacion	Norte	30046	367924	13606	471
5/13/2024	ProgramacionParaTodos	Oeste	11137	70548	33604	404
1/31/2024	CodigoFacilitoEnEspanol	Oeste	25997	385507	36468	1827
9/9/2023	ProgramacionDesdeCero	Norte	31262	219597	27757	1691
8/26/2023	AprendeJavaScriptYA	Norte	5236	394643	11233	1372
12/1/2023	MasterEnPython	Sur	35443	111732	25361	239
10/9/2023	CursoDeJavaAvanzado	Oeste	15177	109619	47510	619
12/7/2023	CursosDeProgramacion	Sur	44357	251712	8963	1943
7/27/2024	AprendeCSharpFacil	Oeste	14031	189870	27609	922
7/6/2024	ProgramacionDesdeCero	Oeste	11839	11555	12717	957
10/4/2023	AprendeCSharpFacil	Este	46548	216731	22116	934
9/12/2023	DesarrolloWebCompleto	Sur	40289	154433	19012	1906
1/29/2024	ProgramacionParaTodos	Este	49709	417810	15682	1068
11/9/2023	CursoDeJavaAvanzado	Norte	11595	282982	12639	899
9/26/2023	AprendeCSharpFacil	Sur	24502	277981	30590	1498
11/23/2023	AprendeJavaScriptYA	Oeste	24723	142689	8933	138
9/12/2023	AprendePythonFacil	Este	35271	396249	22380	1029
4/18/2024	DesarrolloWebCompleto	Este	37290	419259	32434	1233
11/20/2023	AprendeJavaScriptYA	Norte	19120	398678	29048	357
12/6/2023	CursosDeProgramacion	Este	22410	234545	39130	510
4/4/2024	CursosDeProgramacion	Oeste	47832	272862	10671	1467
8/8/2024	ProgramacionDesdeCero	Norte	44091	26976	15318	782
11/13/2023	CodigoFacilitoEnEspanol	Oeste	20242	22713	34490	644
9/17/2023	DesarrolloWebCompleto	Oeste	16420	248314	19943	326
3/5/2024	CursosDeProgramacion	Norte	47721	167230	36654	1862
1/25/2024	ProgramacionParaTodos	Sur	36458	387590	49277	746
4/18/2024	MasterEnPython	Oeste	22864	485242	15794	1526
10/22/2023	MasterEnPython	Este	15794	460950	33883	1853
12/14/2023	DesarrolloWebCompleto	Sur	23308	381728	5666	1208
3/10/2024	AprendeJavaScriptYA	Este	26644	497438	35821	281
3/8/2024	ProgramacionParaTodos	Sur	47636	107807	36456	1125
1/23/2024	CursosDeProgramacion	Oeste	42319	56563	14938	390
1/22/2024	AprendePythonFacil	Norte	42473	270266	47544	999
11/25/2023	DesarrolloWebCompleto	Este	15349	185628	12385	1523
12/25/2023	CursoDeJavaAvanzado	Oeste	26182	234231	32380	1198
2/14/2024	MasterEnPython	Sur	28010	154373	6665	384
2/4/2024	MasterEnPython	Norte	49911	386508	5313	1241
2/25/2024	AprendePythonFacil	Este	8482	479489	30641	1291
12/5/2023	AprendeCSharpFacil	Norte	25754	276543	46462	1277
9/19/2023	CursosDeProgramacion	Oeste	49452	264394	35960	137
1/22/2024	AprendeJavaScriptYA	Este	26848	195299	10631	1821
9/24/2023	CursosDeProgramacion	Oeste	34433	57442	46940	1381
9/2/2023	MasterEnPython	Este	46131	355194	43839	1567
1/13/2024	MasterEnPython	Norte	8579	84856	44057	774
5/17/2024	AprendeJavaScriptYA	Este	49708	72569	12133	232
6/1/2024	DesarrolloWebCompleto	Oeste	31559	244092	5756	285
8/10/2024	DesarrolloWebCompleto	Oeste	13757	436080	39713	937
3/30/2024	AprendeCSharpFacil	Sur	30404	127956	31299	1163
7/2/2024	AprendeCSharpFacil	Sur	6982	299802	31155	382
3/26/2024	AprendeJavaScriptYA	Este	43039	445183	17142	1439
9/1/2023	AprendeCSharpFacil	Norte	40841	133962	15154	1606
7/27/2024	CodigoFacilitoEnEspanol	Sur	39790	399925	12066	1084
1/5/2024	CursoDeJavaAvanzado	Oeste	41479	106569	18332	1819
11/1/2023	CodigoFacilitoEnEspanol	Oeste	36741	140301	45401	192
10/19/2023	ProgramacionParaTodos	Sur	34274	9808	6485	1890
4/26/2024	MasterEnPython	Norte	45747	475543	36553	1577
3/25/2024	AprendeCSharpFacil	Norte	19386	342034	15173	1514
3/25/2024	ProgramacionParaTodos	Sur	39421	117785	33660	796
10/9/2023	AprendeCSharpFacil	Oeste	39971	372169	28051	970
2/14/2024	CodigoFacilitoEnEspanol	Norte	8689	382476	34056	1421
12/12/2023	CursosDeProgramacion	Sur	21317	46181	19560	1244
4/28/2024	ProgramacionDesdeCero	Oeste	17765	29348	29599	1356
4/27/2024	AprendePythonFacil	Oeste	40028	268421	45184	1279
7/24/2024	AprendeCSharpFacil	Este	36456	173928	25382	1752
3/29/2024	ProgramacionParaTodos	Oeste	22214	148793	11648	862
8/28/2023	DesarrolloWebCompleto	Sur	42991	88644	46986	1593
3/17/2024	AprendeCSharpFacil	Sur	44996	112773	28585	274
6/10/2024	CursosDeProgramacion	Este	47771	113448	34456	503
11/7/2023	AprendeCSharpFacil	Norte	10930	391318	48811	939
1/10/2024	AprendeJavaScriptYA	Norte	6264	213442	18881	1556
7/8/2024	ProgramacionParaTodos	Oeste	31412	30805	32395	1463
6/22/2024	CodigoFacilitoEnEspanol	Oeste	20151	270954	40866	1562
